auteur,texte,commentaires,Date
#Campus,"#Campus 
𝟏 𝐞́𝐭𝐮𝐝𝐢𝐚𝐧𝐭 𝟏 𝐨𝐫𝐝𝐢𝐧𝐚𝐭𝐞𝐮𝐫 / 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐞́ 𝐕𝐢𝐫𝐭𝐮𝐞𝐥𝐥𝐞 𝐝𝐮 𝐁𝐮𝐫𝐤𝐢𝐧𝐚 𝐅𝐚𝐬𝐨 - 𝐔𝐕𝐁𝐅 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordin… En voir plus",['Commentaires non disponibles'],
#Campus,"#Campus 
𝟏 𝐞́𝐭𝐮𝐝𝐢𝐚𝐧𝐭 𝟏 𝐨𝐫𝐝𝐢𝐧𝐚𝐭𝐞𝐮𝐫 / 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐞́ 𝐕𝐢𝐫𝐭𝐮𝐞𝐥𝐥𝐞 𝐝𝐮 𝐁𝐮𝐫𝐤𝐢𝐧𝐚 𝐅𝐚𝐬𝐨 - 𝐔𝐕𝐁𝐅  
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en mois d'une semaine
subventionnés par l'état à 85%
Abonnez-vous à notre page ",['Commentaires non disponibles'],
#Campus,"#Campus #RAPPEL#
𝟏 𝐞́𝐭𝐮𝐝𝐢𝐚𝐧𝐭 𝟏 𝐨𝐫𝐝𝐢𝐧𝐚𝐭𝐞𝐮𝐫 / 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐞́ 𝐕𝐢𝐫𝐭𝐮𝐞𝐥𝐥𝐞 𝐝𝐮 𝐁𝐮𝐫𝐤𝐢𝐧𝐚 𝐅𝐚𝐬𝐨 - 𝐔𝐕𝐁𝐅 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en moins d'une semaine
subventionnés par l'état à 85%
Abonnez-vous à Agence Des Inscriptions en Ligne .",['Commentaires non disponibles'],
#ExcellencescientifiqueBurkinaFaso,"Excellence scientifique au Burkina Faso : des jeunes chercheurs du Centre d’Excellence en Intelligence Artificielle pour le Développement (CITADEL) à l’UV-BF remportent le 1er  prix en hackathon au  AfricaDigitalEdu 2024 à Abidjan
Du 15 au 16 octobre 2024, s'est tenu le Hackathon AfricaDigitalEdu à Abidjan, dans le cadre du colloque AfricaDigitalEdu 2024. L’objectif était de développer des solutions innovantes en lien avec le thème « Intelligence Artificielle et futurs numériques de l’apprentissage dans l’enseignement supérieur ». L’événement a réuni des talents nationaux et internationaux, dont 10 équipes ivoiriennes et une équipe burkinabè du Centre d'Excellence Interdisciplinaire en Intelligence Artificielle pour le développement (CITADEL) de l’Université Virtuelle du Burkina Faso (UV-BF). 
L'équipe burkinabè composée de Nematou KABORE etudiante en fin de cycle d'Ingénieur de l'Institut Supérieur de Génie Electrique (ISGE) et Emmanuel KIEBRE étudiant en fin de cycle de Master Informatique de l'Université Joseph KI ZERBO (UJKZ), fellows du programme d'Excellence de CITADEL, a proposé une application éducative en réalité virtuelle augmentée (RVA) pour l'enseignement de l'anatomie avec reconnaissance vocale basée sur l’Intelligence Artificielle (IA). Ce projet qui répond à la problématique selon laquelle les étudiants en médecine rencontrent des difficultés à apprendre leurs modules d'anatomie humaine, qui comporte de nombreuses structures, organes et systèmes interconnectés complexes à mémoriser, a retenu l'attention des membres du jury qui lui ont décerné le premier prix.
À cette occasion, le Président de l'UV-BF,  le Pr Jean Marie DIPAMA a tenu à féliciter, ce 22 octobre, les lauréats du premier prix du hackathon. Au cours de l'audience, le Président de l'UV-BF a tenu à souligner leur brillante performance et a réitéré l'engagement de l'Université Virtuelle du Burkina Faso (UV-BF) à continuer de former des talents essentiels pour le développement du secteur du numérique, en particulier dans l'intelligence artificielle dans notre pays. Le Pr DIPAMA a rappelé par ailleurs que l'objectif de formation dans le numérique se concrétise à travers le Centre d'Excellence Interdisciplinaire en Intelligence Artificielle pour le développement (CITADEL), un pilier de la stratégie de l'UV-BF pour soutenir l'innovation et l'excellence académique au Burkina Faso.
Il faut noter que le projet  CITADEL a formé une cinquantaine de talents locaux sur des thématiques de pointe en intelligence artificielle (IA) et offre des programmes de bourse, d’une durée de six mois, à des étudiants de fin de cycle de Master ou d'ingénieur provenant de toutes les universités (publiques, privées) du Burkina Faso dans  un environnement d'apprentissage structuré et encadré par des experts en IA dans plusieurs domaines (santé, langue locales, agriculture, sécurité, etc.), permettant aux bénéficiaires de développer des compétences de haut niveau dans le numérique.
Service communication et marketing 
#ExcellencescientifiqueBurkinaFaso
#UniversitévirtuelleBurkinaFaso
#EnseignementsuperieurnumeriqueBF
#UVBFMESRI",,
#INFPE,"INFO# INFPE
𝗨𝗥𝗚𝗘𝗡𝗧 !
𝗖𝗢𝗠𝗠𝗨𝗡𝗜𝗤𝗨𝗘
Le Directeur général de l’Institut national de Formation des Personnels de l’Éducation (#INFPE) invite les candidats déclarés admis au concours direct de recrutement de deux cents (200) élèves Éducateurs de la Petite Enfance session 2024 et les candidats déclarés admis au concours direct de recrutement de deux cents (200) élèves Professeurs des Écoles, session de 2024 et absents depuis le 14 octobre 2024, premier jour de la rentrée académique 2024-2025, à 𝐬𝐞 𝐩𝐫𝐞́𝐬𝐞𝐧𝐭𝐞𝐫 𝐝𝐚𝐧𝐬 𝐥𝐞𝐬 𝐝𝐢𝐫𝐞𝐜𝐭𝐢𝐨𝐧𝐬 𝐫𝐞́𝐠𝐢𝐨𝐧𝐚𝐥𝐞𝐬 𝐝’𝐚𝐟𝐟𝐞𝐜𝐭𝐚𝐭𝐢𝐨𝐧 𝐚𝐮 𝐩𝐥𝐮𝐬 𝐭𝐚𝐫𝐝 𝐥𝐞 𝐦𝐚𝐫𝐝𝐢 𝟐𝟗 𝐨𝐜𝐭𝐨𝐛𝐫𝐞 𝟐𝟎𝟐𝟒 𝐚̀ 𝟏𝟐 𝐡 𝟎𝟎, 𝐝𝐞́𝐥𝐚𝐢 𝐝𝐞 𝐫𝐢𝐠𝐮𝐞𝐮𝐫.
Passé ce délai, les intéressés seront considérés comme défaillants. Ce sont 
 (consultez les images ci-dessous)
Source : INFPE 
Abonnez vous",['Commentaires non disponibles'],
#Information,"#Information
 𝐑𝐄𝐌𝐈𝐒𝐄 𝐃'𝐎𝐑𝐃𝐈𝐍𝐀𝐓𝐄𝐔𝐑𝐒 𝐇𝐀𝐈𝐄𝐑-𝐇𝐈 𝐀𝐔𝐗 𝐄𝐓𝐔𝐃𝐈𝐀𝐍𝐓𝐒 𝐃𝐄 𝐋' 𝐔𝐍𝐈𝐕𝐄𝐑𝐒𝐈𝐓É 𝐕𝐈𝐑𝐓𝐔𝐄𝐋𝐋𝐄
L’Université Virtuelle du Burkina Faso (UV-BF) informe les étudiants dont les noms figurent sur les listes ci-dessous qu’ils peuvent passer à l’Espace Numérique Ouvert de Karpala, ce Vendredi 1er Décembre 2023 afin de récupérer leurs ordinateurs (Marques HAIER et HI).
La remise des ordinateurs se fait au sein de l’Espace Numérique Ouvert de Karpala de 08h à 15h.
N.B:
– Chaque étudiant doit se munir de sa CNIB pour le retrait de son ordinateur,
– Pour le retrait pour une tierce personne, vous devez disposer d’une procuration en bonne et due forme.",['Commentaires non disponibles'],
#Information,"#Information 
𝐍𝐨𝐭𝐞́ 𝐝'𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧 𝐝𝐞 𝐥'𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐞́ 𝐕𝐢𝐫𝐭𝐮𝐞𝐥𝐥𝐞 
L’Université Virtuelle du Burkina Faso (UV-BF) porte a la connaissance des étudiants dont les noms figurent sur les listes ci-dessous qu'une session de formation sur la prise en main de la plateforme de formation est prévue en présentiel à l'ENO de Karpala le 14 et 15 Novembre 2023. 
L'ordre de passage se fera conformément au programme ci-dessous :
- Groupe 1 : mardi 14 Novembre 2023 à partir de 08h
- Groupe 2 : mardi 14 Novembre 2023 à partir de 14h
- Groupe 3 : mardi 15 Novembre 2023 à partir de 08h
Source : CampusFaso",['Commentaires non disponibles'],
#Karpala,"#Karpala 
#Université 
 De nouvelles filières à l'université virtuelle du Burkina Faso.
L'université virtuelle est situé à karpala non loin du palais de justice Ouaga II.
Désormais nous avons :… En voir plus",['Commentaires non disponibles'],
#LIVE,"[#LIVE] #Choisir_mon_école du 29 juillet  2024 sur 3TV (Canal+254/TNT) et WAT FM 100.7, présenté par David NANA.
Invité : Université Virtuelle du Burkina Faso - UVBF",,
#Lancement_1ère_session_2022_2023,"INFO
#Lancement_1ère_session_2022_2023#
Les dépôts se feront du 03 au 13 avril 2023.
Pour plus d'informations, bien vouloir consulter les communiqués ci-dessous.",['Commentaires non disponibles'],
#Rentrée2024,"#Rentrée2024 - UV-BF : Cérémonie de montée des couleurs et journée de salubrité
Ce lundi 7 octobre 2024, à l'Espace Numérique Ouvert (ENO) de Karpala, l'Université Virtuelle du Burkina Faso (UV-BF) a organisé une cérémonie de montée des couleurs suivie d'une activité de  salubrité.
Cette journée symbolique vise à renforcer l'esprit de cohésion au sein de l'UV-BF, à  promouvoir l'engagement patriotique et le civisme. L'UV-BF continue ainsi de s'affirmer comme un cadre de formation universitaire accessible, tout en intégrant les enjeux de développement durable et de responsabilité citoyenne.
À cette occasion, le Président de l'UV-BF, Pr Jean-Marie DIPAMA, a adressé ses encouragements à l'administration et à l'ensemble des membres de la communauté universitaire de l'UV-BF. Il a insisté sur l'importance d'incarner les valeurs de citoyenneté et de responsabilité sociale au quotidien. Selon lui, l'avenir du pays repose sur l'engagement de chaque individu et aucun membre de la communauté ne doit être laissé pour compte.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
#Rentrée2024,"#Rentrée2024 - UV-BF : Deuxième session d'information Facebook Live pour les nouveaux étudiants !
Nous serons en ligne dans peu, merci de rester connecté !
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",,
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Chers étudiants, la rentrée 2024-2025 approche à grands pas, et pour vous accompagner au mieux dans la découverte de notre plateforme de formation, l'Université Virtuelle du Burkina Faso (UV-BF) lance une série de tutoriels vidéo.
À partir de ce lundi 30 septembre et jusqu'au 15 novembre 2024, nous diffuserons 17 tutoriels vidéo pour vous guider pas à pas dans l’utilisation de notre plateforme de cours. Chaque vidéo sera partagée ici sur notre page Facebook et également disponible sur notre chaîne YouTube officielle.
En rappel, les accès à la plateforme de formation ne sont pas encore disponibles. Ils seront envoyés bientôt à tous les étudiants inscrits, et une communication sera faite pour vous en informer. En attendant, nous vous encourageons à suivre ces tutoriels pour vous préparer à l'utilisation de la plateforme dès que vous recevrez vos identifiants.
Thème du jour : ""Comment se déconnecter de la plateforme de formation de l'UV-BF ?""
Chers étudiants, cette vidéo vous montrera la procédure à suivre pour vous déconnecter de votre espace étudiant en toute sécurité après vos sessions de cours. N'oubliez pas de toujours vous déconnecter lorsque vous avez terminé votre utilisation pour protéger vos informations personnelles et garantir la sécurité de votre compte.
Astuce : Assurez-vous de ne pas cocher ""Rester connecté"" lorsque vous utilisez un appareil public ou partagé.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF à travers ce lien : https://www.youtube.com/watch?v=5J1dOLpAiiw...
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Chers étudiants, la rentrée 2024-2025 approche à grands pas, et pour vous accompagner au mieux dans la découverte de notre plateforme de formation, l'Université Virtuelle du Burkina Faso (UV-BF) lance une série de tutoriels vidéo.
À partir de ce lundi 30 septembre et jusqu'au 15 novembre 2024, nous diffuserons 17 tutoriels vidéo pour vous guider pas à pas dans l’utilisation de notre plateforme de cours. Chaque vidéo sera partagée ici sur notre page Facebook et également disponible sur notre chaîne YouTube officielle.
Thème du jour : ""Comment se connecter à la plateforme de formation de l'UV-BF ?""
Cette vidéo vous guidera étape par étape pour effectuer votre première connexion à notre plateforme de formation en ligne. N'oubliez pas de suivre chaque étape pour vous assurer un accès rapide et sécurisé à vos cours.
Astuce : Prenez des notes pendant la vidéo pour vous rappeler des informations clés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF à travers ce lien : https://www.youtube.com/watch?v=5J1dOLpAiiw...
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Chers étudiants, la rentrée 2024-2025 approche à grands pas, et pour vous accompagner au mieux dans la découverte de notre plateforme de formation, l'Université Virtuelle du Burkina Faso (UV-BF) lance une série de tutoriels vidéo.
À partir de ce lundi 30 septembre et jusqu'au 15 novembre 2024, nous diffuserons 17 tutoriels vidéo pour vous guider pas à pas dans l’utilisation de notre plateforme de cours. Chaque vidéo sera partagée ici sur notre page Facebook et également disponible sur notre chaîne YouTube officielle.
Thème du jour : ""Comment se connecter à la plateforme de formation de l'UV-BF ?""
Cette vidéo vous guidera étape par étape pour effectuer votre première connexion à notre plateforme de formation en ligne. N'oubliez pas de suivre chaque étape pour vous assurer un accès rapide et sécurisé à vos cours.
Astuce : Prenez des notes pendant la vidéo pour vous rappeler des informations clés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF à travers ce lien : https://www.youtube.com/watch?v=5J1dOLpAiiw...
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !
Université Virtuelle du Burkina FasoUniversité Virtuelle du Burkina Faso - UVBFUVBF",['Commentaires non disponibles'],
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour 10 : ""Les devoirs sur la plateforme de formation de l'UV-BF.""
Lien : https://www.youtube.com/watch?v=0xsyfheq7m0&amp;list=PLdbqBcoIap2nvUrnX1HVpuLgaR4uhZ_x9&amp;index=12
Chers étudiants, cette vidéo vous explique en détail comment accéder, compléter et soumettre vos devoirs sur la plateforme de formation de l’UV-BF. Vous découvrirez également les différentes options disponibles pour joindre des fichiers et consulter les retours de vos enseignants.
Astuce : N’oubliez pas de toujours vérifier les consignes et la date limite de chaque devoir avant de commencer. Planifiez votre travail en avance pour éviter les soumissions tardives !
En rappel, les accès seront bientôt disponibles et une communication spécifique sera faite pour vous en informer. En attendant, ce tutoriel vous aidera à être prêt dès que les identifiants vous seront envoyés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF à travers ce lien : https://www.youtube.com/watch?v=5J1dOLpAiiw...
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",,
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour 13 : ""Lister vos messages sur le forum de la plateforme de formation de l'UV-BF.""
Lien : https://www.youtube.com/watch?v=WtVOUal9ZV0...
Chers étudiants, ce tutoriel vous montrera comment retrouver et lister l'ensemble de vos messages publiés sur les forums de la plateforme de formation. Cela vous permettra de suivre vos contributions, de consulter les réponses que vous avez reçues et de participer activement aux discussions en cours.
Astuce : Utilisez cette fonctionnalité pour suivre facilement les fils de discussion où vous avez déjà interagi. Cela vous évitera de manquer des réponses importantes ou des clarifications apportées par vos enseignants et camarades.
En rappel, les accès seront bientôt disponibles et une communication spécifique sera faite pour vous en informer. En attendant, ce tutoriel vous aidera à être prêt dès que les identifiants vous seront envoyés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF.
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",,
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour 14 : ""Actualité des messages sur le forum de la plateforme de formation de l'UV-BF.""
Lien : https://www.youtube.com/watch?v=RmQ3UxwDRYc...
Chers étudiants, ce tutoriel vous montre comment suivre l'actualité des discussions sur les forums de la plateforme de formation. Vous apprendrez à vérifier les nouveaux messages, à vous tenir informé des réponses à vos publications et à interagir efficacement avec vos enseignants et camarades de classe.
Astuce : Activez les notifications pour ne pas manquer les nouveaux messages dans les discussions où vous êtes impliqué. Cela vous aidera à rester à jour et à participer aux échanges en temps réel.
En rappel, les accès seront bientôt disponibles et une communication spécifique sera faite pour vous en informer. En attendant, ce tutoriel vous aidera à être prêt dès que les identifiants vous seront envoyés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF.
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour 15 : ""Envoi d'un message sur le forum de la plateforme de formation de l'UV-BF.""
lien : https://www.youtube.com/watch?v=TMVvXelZP7E...
Chers étudiants, ce tutoriel vous montre comment rédiger et envoyer un message sur les forums de discussion de la plateforme. Vous apprendrez à choisir le bon forum, à structurer correctement votre message et à interagir efficacement avec vos enseignants et camarades de classe.
Astuce : Avant de publier un message, assurez-vous que votre question ou commentaire n'a pas déjà été posé dans la discussion. Cela évite les doublons et améliore la qualité des échanges.
En rappel, les accès seront bientôt disponibles et une communication spécifique sera faite pour vous en informer. En attendant, ce tutoriel vous aidera à être prêt dès que les identifiants vous seront envoyés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF.
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",,
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour 6 : ""Présentation des ressources sur la plateforme de formation de l'UV-BF.""
Lien : https://www.youtube.com/watch?v=bT6xaUyWY0g...
Chers étudiants, cette vidéo vous montre comment accéder et utiliser efficacement les ressources pédagogiques disponibles sur la plateforme de formation de l’UV-BF. Vous y découvrirez comment naviguer entre les documents de cours, les vidéos, les supports supplémentaires et les guides académiques pour enrichir votre apprentissage.
Astuce : Utilisez la fonction de recherche intégrée pour trouver rapidement les ressources spécifiques dont vous avez besoin pour vos révisions et travaux. N’oubliez pas d’explorer la bibliothèque en ligne pour un accès complémentaire à des ressources variées.
En rappel, les accès seront bientôt disponibles et une communication spécifique sera faite pour vous en informer. En attendant, ce tutoriel vous aidera à être prêt dès que les identifiants vous seront envoyés.
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour 7 : ""La navigation sur la plateforme de formation de l'UV-BF.""
Lien : https://www.youtube.com/watch?v=ij6vhQc_lu0...
Chers étudiants, cette vidéo vous guide dans la navigation sur notre plateforme de formation en ligne. Vous y apprendrez comment parcourir les différentes sections, accéder aux menus principaux et secondaires, et utiliser les fonctionnalités clés pour vous orienter facilement dans votre espace de cours.
Astuce : Familiarisez-vous avec le menu principal de la plateforme, car il vous permet d’accéder rapidement à vos cours, à votre calendrier, et aux ressources partagées par vos enseignants. Prenez le temps d’explorer chaque section pour mieux organiser votre apprentissage.
En rappel, les accès seront bientôt disponibles et une communication spécifique sera faite pour vous en informer. En attendant, ce tutoriel vous aidera à être prêt dès que les identifiants vous seront envoyés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF à travers ce lien : https://www.youtube.com/@universitevirtuelleburkina8294
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",,
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour 7 : ""La navigation sur la plateforme de formation de l'UV-BF.""
Lien : https://www.youtube.com/watch?v=ij6vhQc_lu0...… En voir plus",['Commentaires non disponibles'],
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour 8 : ""Les informations de profil sur la plateforme de formation de l'UV-BF.""
Lien : https://www.youtube.com/watch?v=6oKYuqrw2tE...
Chers étudiants, ce tutoriel vous explique comment configurer et mettre à jour votre profil personnel sur la plateforme de formation de l’UV-BF. Vous y découvrirez comment ajouter ou modifier vos informations, paramétrer votre photo de profil et ajuster vos préférences pour optimiser votre expérience d’apprentissage en ligne.
Astuce : Assurez-vous que toutes vos informations personnelles sont correctement renseignées, notamment votre adresse e-mail et vos coordonnées, pour être bien informé des communications importantes de l’université.
En rappel, les accès seront bientôt disponibles et une communication spécifique sera faite pour vous en informer. En attendant, ce tutoriel vous aidera à être prêt dès que les identifiants vous seront envoyés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF à travers ce lien : https://www.youtube.com/@universitevirtuelleburkina8294
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",,
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour : ""Comment récupérer ses accès de connexion à la plateforme de l'UV-BF ?""
Chers étudiants, cette vidéo vous montre comment récupérer vos identifiants de connexion en cas d'oubli ou de perte. Suivez attentivement les instructions pour accéder facilement à votre espace personnel.
Astuce : Si vous rencontrez des difficultés pour récupérer vos accès, vérifiez toujours votre dossier ""Spam"" ou ""Courrier indésirable"" de votre boîte mail, car les messages de récupération peuvent parfois s’y trouver.
En rappel, les accès seront bientôt disponibles et une communication spécifique sera faite pour vous en informer. En attendant, ce tutoriel vous aidera à être prêt dès que les identifiants vous seront envoyés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF à travers ce lien : 
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour : ""Modifier un message sur le forum de la plateforme de formation de l'UV-BF.""
Lien : https://www.youtube.com/watch?v=WtVOUal9ZV0...
Chers étudiants, ce tutoriel vous guide étape par étape sur la façon de modifier un message déjà publié dans un forum de discussion sur la plateforme de formation. Vous apprendrez comment repérer votre message, l’éditer pour corriger des erreurs ou ajouter des informations, puis enregistrer vos modifications pour que le contenu mis à jour soit visible par tous les participants.
Astuce : Veillez toujours à relire vos messages avant de les publier. Si vous devez modifier un message, utilisez l’option d’édition pour préciser la raison du changement (par exemple : ""Correction d'une erreur"" ou ""Ajout de nouvelles informations"") afin d’assurer la clarté des échanges.
En rappel, les accès seront bientôt disponibles et une communication spécifique sera faite pour vous en informer. En attendant, ce tutoriel vous aidera à être prêt dès que les identifiants vous seront envoyés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF.
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour : ""Modifier un message sur le forum de la plateforme de formation de l'UV-BF.""
Lien : https://www.youtube.com/watch?v=WtVOUal9ZV0...… En voir plus",,
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour : ""Participer à un forum sur la plateforme de formation de l'UV-BF.""
Lien : https://www.youtube.com/watch?v=krnHItlu_XI&amp;list=PLdbqBcoIap2nvUrnX1HVpuLgaR4uhZ_x9&amp;index=13
Chers étudiants, ce tutoriel vous montre comment utiliser les forums de discussion pour interagir avec vos enseignants et vos camarades de classe. Vous y apprendrez comment publier un message, répondre aux discussions et suivre les échanges autour des thématiques de cours.
Astuce : Utilisez les forums pour poser des questions et clarifier les points de cours qui vous semblent complexes. N’hésitez pas à participer activement aux discussions pour enrichir votre apprentissage.
En rappel, les accès seront bientôt disponibles et une communication spécifique sera faite pour vous en informer. En attendant, ce tutoriel vous aidera à être prêt dès que les identifiants vous seront envoyés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF à travers ce lien : https://www.youtube.com/watch?v=5J1dOLpAiiw...
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",,
#Rentrée2024,"#Rentrée2024 - UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour : ""Présentation de l'interface d'un cours sur la plateforme de formation de l'UV-BF.""
Chers étudiants, cette vidéo vous offre un tour complet de l’interface de chaque cours sur notre plateforme. Vous y découvrirez les principales sections, comment accéder aux documents, aux modules, et comment naviguer efficacement à travers les différentes ressources pédagogiques mises à votre disposition.
Astuce : Prenez le temps de vous familiariser avec chaque section du cours avant de commencer vos lectures. Cela vous permettra de mieux organiser votre apprentissage et de suivre les ressources dans l’ordre recommandé par votre enseignant.
En rappel, les accès seront bientôt disponibles et une communication spécifique sera faite pour vous en informer. En attendant, ce tutoriel vous aidera à être prêt dès que les identifiants vous seront envoyés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF à travers ce lien : https://www.youtube.com/watch?v=5J1dOLpAiiw...
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
